id,content,source,label,tags,publication_date,author,link,label_enc
474,"Niedawno OECD opublikowało taki ranking państw Unii Europejskiej, należących do OECD, bo nie wszystkie należą, który określa, jak wygląda strata, no albo też wzrost, jeżeli chodzi o dochód rozporządzalny w rodzinach, w poszczególnych państwach. Wiecie Państwo, kto jest na pierwszym miejscu? Kto zwiększył ten dochód, a nie zmniejszył, mimo tego strasznego (…) kryzysu? (…) Polska!",demagog_org,Prawda,"Gospodarka,Sprawy międzynarodowe",1684240200,Jarosław Kaczyński,https://demagog.org.pl/wypowiedzi/dochod-rozporzadzalny-polska-z-najwiekszym-wzrostem-w-oecd/,1
475,"Dzisiaj problemem jest niestosowanie na granicy wschodniej procedur. Niestosowanie procedur ludzkich, które będą też nakierowane na ochronę ludzkiego życia. (…) Bezpieczeństwo nie może wykluczać człowieczeństwa. Są procedury międzynarodowe, które Polska zobowiązała się stosować, które dzisiaj nie są stosowane.",demagog_org,Prawda,"Sprawy międzynarodowe,Białoruś",1684230180,Paulina Hennig-Kloska,https://demagog.org.pl/wypowiedzi/pushbacki-na-granicy-polsko-bialoruskiej-wciaz-maja-miejsce/,1
476,"Czy wiecie, że w czasie rządów Platformy Obywatelskiej doganialiśmy średni poziom życia w Unii Europejskiej dwa razy szybciej niż w czasie rządów PiS? A ten rok niestety będzie jeszcze gorszy. Po raz pierwszy dystans między nami a Unią Europejską, liczony w PKB per capita, czyli produkcie krajowym brutto na głowę mieszkańca, jeszcze się zwiększy. Polacy biednieją.",demagog_org,Fałsz,"Gospodarka,UE",1683898860,Izabela Leszczyna,https://demagog.org.pl/wypowiedzi/pkb-per-capita-za-czyich-rzadow-polska-doganiala-unie-szybciej/,0
477,"Jeżeli my przewidujemy, że klimat się zmienia, a się zmienia, bo klimat zawsze się zmieniał, to my powinniśmy prowadzić politykę, której celem byłoby przygotowanie się do tych zmian klimatu, a nie zastopowanie zmian klimatu. Bo nie jesteśmy w stanie zmienić klimatu. Dlatego że klimat zależy od miliarda miliardów czynników naraz, a Komisja Europejska wzięła sobie za cel tylko jeden z tych czynników, czyli emisję gazu cieplarnianego.",demagog_org,Fałsz,"Ekologia,Klimat",1683881160,Kosma Złotowski,https://demagog.org.pl/wypowiedzi/ludzie-nie-moga-zmienic-klimatu-to-przez-nas-rosnie-temperatura/,0
478,"Zrobił się wielki krzyk w Polsce, że nas zalewa miód. (…). Okazuje się, że nieprawda. Myśmy w 2022 roku sprowadzili z Ukrainy mniej miodu niż w 2021.",demagog_org,Prawda,"Rolnictwo,Ukraina,Zwierzęta",1683810480,Robert Telus,https://demagog.org.pl/wypowiedzi/czy-ukrainski-miod-trafia-masowo-do-polski-sprawdzamy/,1
479,"Pamiętacie obietnicę Morawieckiego, że miał wybudować 100 obwodnic? To było 4 lata temu. Od tamtej pory oddali 15. Reszta jest ponoć w przygotowaniu. (…) Przypomnę tylko, że rząd PO-PSL przez 8 lat oddał do użytku ponad 60 obwodnic.",demagog_org,Prawda,"Infrastruktura,Transport",1683808380,Arkadiusz Myrcha,https://demagog.org.pl/wypowiedzi/ktory-rzad-wybudowal-wiecej-obwodnic/,1
480,Oskarża się Polskę o upolitycznienie sądownictwa. Tylko że dziś w Polsce powołuje się sędziów tak samo jak w Hiszpanii. Tam to nikomu nie przeszkadza. (…) A u Niemców? To się po prostu zbierają politycy i wybierają sędziów. Też to nikomu nie przeszkadza.,demagog_org,Manipulacja,"Wymiar sprawiedliwości,Niemcy,Hiszpania",1683638040,Sebastian Kaleta,https://demagog.org.pl/wypowiedzi/wybor-sedziow-w-hiszpanii-i-w-niemczech-taki-jak-w-polsce/,2
481,"Czy Unia Europejska będzie chciała nas zmusić do jedzenia robactwa? Tak. Eurokraci nie mają zamiaru wprowadzać specjalnych oznaczeń dla żywności. (…) Stella Kyriakides, unijna komisarz do spraw zdrowia i bezpieczeństwa żywności, oficjalnie oznajmiła, że Unia nie ma zamiaru zmuszać firm do oznaczania produktów, które zawierają robaki.",demagog_org,Fałsz,"UE,Zwierzęta",1683630600,Paweł Usiądek,https://demagog.org.pl/wypowiedzi/brak-oznaczen-na-zywnosci-z-owadow-unijne-wymogi-juz-istnieja/,0
482,"Nie żeby zgodnie z Kartą LGBT, którą zaproponował pan Rafał Trzaskowski, dzieci w szkole uczyć masturbacji, czym to jest, a nawet już w przedszkolu.",demagog_org,Fałsz,"Edukacja,Polityka społeczna",1683626100,Robert Gontarz,https://demagog.org.pl/wypowiedzi/nauka-masturbacji-juz-dla-kilkulatkow-sprawdzamy/,0
483,"Nie pozwolimy tłamsić polskiej przedsiębiorczości bzdurnymi unijnymi dyrektywami i podatkami, które tłumią pracowitość, zaradność, podcinają nam skrzydła i windują ceny. Marchew nigdy nie będzie owocem, a ślimak – rybą, mimo że tak zarządziła Unia Europejska.",demagog_org,Fałsz,UE,1683558600,Zbigniew Ziobro,https://demagog.org.pl/wypowiedzi/marchew-to-owoc-a-slimak-to-ryba-unijne-mity-wciaz-zywe/,0
484,"Ponad 50 proc. zachodnich firm, które dalej zostały w Rosji, to firmy niemieckie.",demagog_org,Fałsz,"Gospodarka,Sprawy międzynarodowe,Rosja",1683300960,Patryk Jaki,https://demagog.org.pl/wypowiedzi/zachodnie-firmy-w-rosji-niemcy-na-czele-stawki/,0
485,"W 2012 roku, jeśli chodzi o orzeczenia dotyczące sytuacji dzieci czy też rozstrzygające władzę rodzicielską, to takich orzeczeń, które nie były rozpatrywane, pozostawały na następny okres rozpatrywania, było ponad 13 tys. To też dużo. Ale w 2021 roku to ponad 20 tys.",demagog_org,Prawda,"Polityka społeczna,Sądownictwo",1683294900,Marzena Okła-Drewnowicz,https://demagog.org.pl/wypowiedzi/sprawy-dotyczace-wladzy-rodzicielskiej-oczekuja-na-rozpatrzenie/,1
486,"W Radomiu też jest największe bezrobocie z miast 200-tysięcznych. (…) Więc my dbamy o to, żeby Radom, który został poszkodowany za czasów komuny, miał również jakąś wspaniałą inwestycję wykonaną przez rząd Prawa i Sprawiedliwości.",demagog_org,Prawda,"Polityka krajowa,Bezrobocie",1683287220,Marek Suski,https://demagog.org.pl/wypowiedzi/ktore-z-200-tysiecznych-miast-ma-najwyzsze-bezrobocie/,1
487,"Jestem wielkim zwolennikiem legalizacji konopi, nie tylko ze względów medycznych, ale także rekreacyjnych. (…) To jest lek, który pomaga wielu ludziom. To jest antydepresant. Zresztą szczególnie w dzisiejszych czasach, przy tych rządach i przy tej inflacji, wiele osób na pewno myśli, nawet od rana, żeby zapalić i mieć dystans do tego wszystkiego.",demagog_org,Fałsz,"Zdrowie,Polityka krajowa",1683194580,Robert Biedroń,https://demagog.org.pl/wypowiedzi/marihuana-to-nie-antydepresant-chociaz-moze-pomoc/,0
488,W Europie jest 1 800 km murów. My budujemy kolejny mur i ma być mur na granicy Turcja-Grecja i Bułgaria. Te mury trzeba będzie znowu burzyć. I przez te mury cierpią ludzie.,demagog_org,W większości prawda,"Bezpieczeństwo,Sprawy międzynarodowe",1683037380,Janina Ochojska,https://demagog.org.pl/wypowiedzi/mury-graniczne-w-europie-jaka-jest-ich-dlugosc/,4
489,"Kiedy zostawałem premierem w 2007 roku, w Polsce było 500 żłobków. Udało nam się zbudować ponad 2 tys. kolejnych, czyli wzrosło o 500 proc.",demagog_org,W większości prawda,"Infrastruktura,Polityka społeczna",1682701440,Donald Tusk,https://demagog.org.pl/wypowiedzi/zlobki-za-czasow-premiera-tuska-ile-ich-powstalo/,4
490,"Wszystkie referenda w Szwajcarii są bezprogowe, ponieważ oni wychodzą z założenia takiego absens carens, nieobecny nie ma głosu.",demagog_org,Prawda,Sprawy międzynarodowe,1682687820,Paweł Kukiz,https://demagog.org.pl/wypowiedzi/referendum-w-szwajcarii-kiedy-jest-wazne/,1
491,"Źródłem problemu jest wojna hybrydowa Rosji na rynku spożywczym. Rosja jest największym na świecie eksporterem pszenicy. I Rosja teraz, w tym roku, wyrzuciła na rynki 2 razy więcej pszenicy niż (…) rok wcześniej. I to spowodowało załamanie cen światowych. Światowe ceny pszenicy spadły do cen z ’21 roku.",demagog_org,Prawda,"Rolnictwo,Rosja",1682685780,Jarosław Sachajko,https://demagog.org.pl/wypowiedzi/eksport-pszenicy-kto-jest-najwiekszym-eksporterem-na-swiecie/,1
492,"To nie jest tak, że Paweł Kukiz dostał 4 miliony zł, ponad, w jakimś konkursie i był jedną z fundacji. Nawet jedną z fundacji. To była osobista decyzja premiera Morawieckiego, który dał mu pieniądze z rezerwy budżetowej Prezesa Rady Ministrów. Poza jakąkolwiek procedurą i jakimkolwiek konkursem.",demagog_org,Prawda,"Finanse,Polityka krajowa",1682682660,Cezary Tomczyk,https://demagog.org.pl/wypowiedzi/4-mln-zl-dla-fundacji-pawla-kukiza-jak-przyznano-pieniadze/,1
493,"Piszecie państwo we wniosku, że wedle danych ZNP brakowało w systemie aż 70 tys. nauczycieli, a dalej piszecie, że brakowało 20 tys. wakatów. (…) To bez trudu można sprawdzić na stronach kuratoriów. (…) Z tych informacji wiemy, że brakuje 8 tys. wakatów, co stanowi niespełna 1% ogólnej liczby etatów nauczycielskich, z czego połowa to oferty dla pedagogów, pedagogów specjalnych, psychologów i terapeutów w związku z wprowadzeniem od 1 września standaryzacji zatrudnienia tychże.",demagog_org,W większości prawda,"Edukacja,Praca",1682606580,Mirosława Stachowiak-Różecka,https://demagog.org.pl/wypowiedzi/wakaty-w-polskich-szkolach-ilu-nauczycieli-brakuje/,4
494,Wprowadziliśmy świadczenie uzupełniające: 500 zł dla osób z niepełnosprawnością. Prawie 600 tys. osób te pieniądze bierze.,demagog_org,Manipulacja,"Polityka społeczna,Równouprawnienie",1682515740,Paweł Wdówik,https://demagog.org.pl/wypowiedzi/500-dla-osob-z-niepelnosprawnosciami-jeden-fakt-sie-pomija/,2
495,"Dzisiaj na świecie głoduje prawie miliard ludzi. Mamy poważny kryzys np. w Rogu Afryki, gdzie dochodzi do konfliktów ze względu na brak żywności.",demagog_org,Prawda,"Zdrowie,Sprawy międzynarodowe,Afryka",1682508300,Robert Biedroń,https://demagog.org.pl/wypowiedzi/glod-na-swiecie-ilu-osob-dotyczy/,1
496,"W 8. roku rządów Prawa i Sprawiedliwości mamy najliczniejszy rząd w Europie. Nie ma drugiego kraju, w którym byłby tak liczny rząd, i jest to najliczniejszy rząd w III Rzeczpospolitej.",demagog_org,W większości prawda,"Administracja publiczna,Polityka krajowa",1682424840,Michał Kamiński,https://demagog.org.pl/wypowiedzi/polska-ma-najliczniejszy-rzad-w-europie-sprawdzamy-dane/,4
497,"PiS zmienił prawo wyborcze tak, że dzisiaj (…), będąc mężem zaufania, nie można sobie wejść do żadnej komisji wyborczej tak po prostu. Trzeba się odpowiednio wcześniej zgłosić, tamten szef komisji, komisarz wyborczy, musi wyrazić na to zgodę. No przecież to jest jawne i jasne przez PiS utrudnienie procesu wyborczego, patrzenia władzy na ręce.",demagog_org,Fałsz,"Polityka krajowa,Wybory",1682424120,Miłosz Motyka,https://demagog.org.pl/wypowiedzi/czy-maz-zaufania-potrzebuje-zgody-na-obserwowanie-wyborow/,0
498,"Dane pokazują, że w Polsce brakuje od 1,5 mln do 2 mln mieszkań, a nieruchomości w Polsce są jednymi z najbardziej przeludnionych w całej Europie – i to pokazują dane Eurostatu",demagog_org,Prawda,"Infrastruktura,Mieszkalnictwo",1682422200,Arkadiusz Marchewka,https://demagog.org.pl/wypowiedzi/deficyt-mieszkaniowy-co-trzeci-polak-zyje-w-przeludnionym-lokum/,1
499,"Myśmy do Polski przywieźli, czy przyjechało z Ukrainy, 2,6 mln ton (zboża – przyp. Demagog), np. za poprzedni rok wyjechało z Polski prawie 9 mln ton.",demagog_org,Prawda,"Gospodarka,Rolnictwo,Ukraina",1682348460,Henryk Kowalczyk,https://demagog.org.pl/wypowiedzi/import-i-eksport-zboza-ile-ton-przyjechalo-z-ukrainy/,1
500,"Samych gospodarstw hodujących trzodę chlewną w 2015 było 260 tys., teraz jest ok. ponad 60 tys. (…) Polska z lidera produkcji trzody chlewnej spada w rankingach.",demagog_org,Fałsz,"UE,Zwierzęta,Rolnictwo",1682341620,Władysław Kosiniak-Kamysz,https://demagog.org.pl/wypowiedzi/hodowla-swin-w-polsce-sprawdzamy-jak-wypadamy-na-tle-europy/,0
501,"Mamy mieć nowelizację rozporządzenia dotyczącego gazów fluorowanych i nielegalne staną się za kilka lat, chyba już od roku 2026, pompy ciepła.",demagog_org,Fałsz,"Energetyka,Ekologia,UE,Klimat",1682086200,Sławomir Mentzen,https://demagog.org.pl/wypowiedzi/zakaz-pomp-ciepla-od-2026-posiadacze-pomp-sa-bezpieczni/,0
502,"Inflacja w Polsce jest jedną z najwyższych w Europie, czwartą od końca.",demagog_org,W większości prawda,"Gospodarka,Sprawy międzynarodowe",1682080920,Krzysztof Gawkowski,https://demagog.org.pl/wypowiedzi/inflacja-w-polsce-i-w-europie-jak-wypadamy-na-tle-innych-panstw/,4
503,Prawie połowę kosztów NFZ pochłania leczenie górnego 1% pacjentów których terapia jest najdroższa. Wygodnie o tym nie pamiętać kiedy jest się przed 40-tką i nie cierpi się na żadną chorobę typu nowotwór.,demagog_org,Fałsz,Zdrowie,1681990920,Janusz Cieszyński,https://demagog.org.pl/wypowiedzi/jaki-koszt-nfz-generuje-1-proc-pacjentow/,0
504,"Sprawa zbrodni smoleńskiej musi być także rozpatrzona w wymiarze międzynarodowym (…). Taki wniosek był przygotowany jakiś czas temu. On także stanowi materiał, który będzie przekazany do prokuratury. (…) Przypominam, że ówczesna (z 2018 roku – przyp. Demagog) decyzja Rady Europy (…) definitywnie przywoływała stanowisko podkomisji mówiące o tym, że przyczyną był zamach ze strony rosyjskiej. To stanowisko Rady Europy ma olbrzymie znaczenie i jest punktem wyjścia analizy i wniosku, który moim zdaniem powinien być przekazany do tego wymiaru prawnego, który zajmuje się prawami człowieka.",demagog_org,Manipulacja,"Polityka krajowa,Sprawy międzynarodowe,Rosja",1681908660,Antoni Macierewicz,https://demagog.org.pl/wypowiedzi/katastrofa-smolenska-czy-rada-europy-potwierdzila-teorie-macierewicza/,2
505,"Każdy pewnie pamięta, że po 2035 roku wchodzi bezwzględny zakaz palenia paliwami stałymi, czyli drewnem, węglem i, uwaga, gazem. I tutaj jest hit. Unia Europejska przez lata wstecz i w tym roku również daje dofinansowanie na wymianę kotła węglowego na gazowy i jednocześnie zakazuje palenia gazem po 2035 roku.",demagog_org,Fałsz,"Ekologia,UE,Klimat",1681906200,Ryszard Wilk,https://demagog.org.pl/wypowiedzi/ue-zakaze-piecow-gazowych-choc-sama-je-dofinansowuje-falsz/,0
506,"Jeśli mamy sytuację zagrożenia dla rynku wewnętrznego unijnego, jednolitego rynku unijnego, każde państwo ma prawo podjąć tego typu decyzję (o zakazie przywozu produktów rolnych – przyp. Demagog) i później określić tryb odchodzenia i uzgadniania z Unią Europejską.",demagog_org,Fałsz,"Rolnictwo,UE",1681895820,Marek Sawicki,https://demagog.org.pl/wypowiedzi/czy-zakaz-zboza-z-ukrainy-jest-zgodny-z-prawem-unijnym/,0
507,"Aż 13 mld zł winni są alimenciarze własnym dzieciom (…) 94 proc. to są ojcowie, którzy nie płacą alimentów, a tylko 6 proc. to kobiety, matki, które nie płacą tych alimentów.",demagog_org,Prawda,Finanse,1681833660,Robert Biedroń,https://demagog.org.pl/wypowiedzi/mezczyzni-nie-placa-alimentow-dlug-alimentacyjny-rosnie/,1
508,"Jest taka sytuacja, jeżeli chodzi o relację Polski z Ukrainą, że ukraińskie firmy transportowe mogą wjeżdżać bez ograniczeń, a Polska musi dostawać zezwolenia, polskie firmy.",demagog_org,Fałsz,"Transport,Korekty,UE,Ukraina",1681824960,Stanisław Tyszka,https://demagog.org.pl/wypowiedzi/przewoz-towarow-miedzy-ukraina-i-ue-na-jakich-zasadach-dziala/,0
509,"W zeszłym roku sprzedali 9 razy więcej ziemi Niemcom, oczywiście, niż w ostatnim roku mojego premierowania.",demagog_org,Fałsz,"Rolnictwo,Niemcy",1681490760,Donald Tusk,https://demagog.org.pl/wypowiedzi/niemcy-kupuja-polskie-ziemie-czy-za-pis-kupuja-wiecej/,0
510,"Gospodarkę ukraińską trzeba wspierać. Ona zjechała 30 proc. I jeżeli nie pomożemy tej gospodarce, to będziemy musieli więcej pomocy Ukrainie przeznaczać na utrzymanie, chociażby, państwa, frontu itd.",demagog_org,Prawda,"Gospodarka,Ukraina",1681483560,Paulina Hennig-Kloska,https://demagog.org.pl/wypowiedzi/gospodarka-ukrainy-po-roku-wojny-pkb-spadl-o-prawie-30-proc/,1
511,"Polacy mówią o bezpieczeństwie, czują się bezpiecznie. Pokazują to wszystkie badania opinii społecznej. Jeżeli 86 proc. Polaków mówi, że czuje się bezpiecznie w Polsce w czasie, kiedy za naszą wschodnią granicą no jest (…) wielkoskalowa wojna, to dobrze to świadczy o kondycji polskiego państwa. Więcej powiem, w wymiarze lokalnym to poczucie bezpieczeństwa przekracza nawet 90 proc.",demagog_org,Prawda,Bezpieczeństwo,1681480680,Błażej Poboży,https://demagog.org.pl/wypowiedzi/poczucie-bezpieczenstwa-wsrod-polakow-co-mowia-statystki/,1
512,"To jest pierwszy rząd (rząd Prawa i Sprawiedliwości – przyp. Demagog), za którego obniżono dopłaty bezpośrednie dla rolników ze 180 euro do hektara do 118.",demagog_org,Manipulacja,"Ekologia,Rolnictwo,UE",1681314180,Urszula Pasławska,https://demagog.org.pl/wypowiedzi/doplaty-dla-rolnikow-w-2023-roku-spadna-manipulacja-danymi/,2
513,"Ciągle mówimy, i Unia Europejska, i ekolodzy, że my chcemy zmniejszyć emisyjność CO2 do zera. (…) Czy dwutlenek węgla jest szkodliwy? Nie (…). Dwutlenek węgla zawsze był w powietrzu i będzie. Mało tego, on jest niezbędny do życia ludzkiego i życia roślin. Przecież gdyby nie dwutlenek węgla, to tlen nie mógłby dochodzić do każdej komórki, bo właśnie tym czynnikiem niosącym tlen jest hemoglobina i dwutlenek węgla. Brak dwutlenku węgla w organizmie człowieka jest od razu zauważalny i prowadzi do chorób. Nadmiar dwutlenku węgla również. (…) Dwutlenek węgla to jest podstawowe pożywienie dla roślin. Przecież to dzięki energii słonecznej rośliny pobierają dwutlenek węgla, w połączeniu z wodą i z tego produkują związki organiczne, które są ich budulcem. Więc co my, chcemy zagłodzić planetę? Bo do tego się to sprowadza.",demagog_org,Fałsz,"Klimat,Ekologia,Zdrowie,Sprawy międzynarodowe,UE",1681306560,Maria Kurowska,https://demagog.org.pl/wypowiedzi/czym-jest-neutralnosc-emisyjna-i-po-co-unia-do-niej-dazy/,0
514,"Przypomnę, że drugim politykiem, jeśli chodzi o zasięgi na TikToku, jest Donald Tusk. (…) Kiedy Mentzen miał 20 parę (mln – przyp. Demagog), to Tusk miał w ostatnim miesiącu 16 mln odsłon.",demagog_org,Prawda,"Media,Polityka krajowa",1681303920,Katarzyna Lubnauer,https://demagog.org.pl/wypowiedzi/mentzen-najpopularniejszym-politykiem-na-tiktoku-kto-poza-nim/,1
515,"(…) aczkolwiek, jeżeli spojrzymy z drugiej strony i dokonalibyśmy takiej naprawdę spokojnej analizy porównawczej tych cen zboża (…), to trzeba mieć świadomość, że o tej samej porze rok temu zboże było w cenie jeszcze niższej, niż jest dzisiaj.",demagog_org,Fałsz,"Rolnictwo,Ukraina",1680883380,Andrzej Duda,https://demagog.org.pl/wypowiedzi/ceny-zboza-rok-temu-byly-nizsze-niz-teraz-falsz-prezydenta-dudy/,0
516,"Sami (Chińczycy – przyp. Demagog), w tamtym roku, oddali elektrownie węglowe o mocy 25 GW, czyli dokładnie takiego potencjału, jaki zlikwidował cały świat.",demagog_org,Prawda,"Energetyka,Ekologia,Sprawy międzynarodowe,Chiny,Klimat",1680874380,Zbigniew Kuźmiuk,https://demagog.org.pl/wypowiedzi/chiny-deklaruja-odchodzenie-od-wegla-jak-to-wyglada-w-praktyce/,1
517,"Ta swobodna wymiana handlowa, ona dla Polski w ’22 roku była korzystna. Sprzedaliśmy na Ukrainie towarów, wszystkich towarów, za 10 mld euro, mniej więcej. Natomiast kupiliśmy od Ukrainy towary rzędu 6 mld. Czyli mamy nadwyżkę handlową 4 mld euro handlu z Ukrainą za ’22 rok.",demagog_org,Prawda,"Gospodarka,Ukraina",1680870720,Zbigniew Kuźmiuk,https://demagog.org.pl/wypowiedzi/polsko-ukrainska-wymiana-handlowa-czy-wychodzimy-na-plus/,1
518,"Dzisiaj Polska jest największym partnerem gospodarczym Ukrainy, jeżeli chodzi o wzajemną wymianę handlową. Ta wymiana handlowa Ukrainy dzisiaj największa jest z Polską.",demagog_org,Prawda,"Gospodarka,Sprawy międzynarodowe,Ukraina",1680864300,Andrzej Duda,https://demagog.org.pl/wypowiedzi/polska-najwiekszym-partnerem-handlowym-ukrainy-w-2022-roku/,1
519,Dzisiaj średnie auto w Polsce ma 14 lat.,demagog_org,Prawda,Transport,1680781200,Łukasz Schreiber,https://demagog.org.pl/wypowiedzi/ile-wynosi-sredni-wiek-auta-w-polsce/,1
520,"Agrounia mówi głośno o tym, że ta konstrukcja, gdzie supermarkety przejmują dystrybucję żywności w takiej ilości, że 2 sklepy w Polsce mają ponad 40 proc. udziału w rynku, mogą dyktować ceny dla konsumentów, ale też mają bardzo duży wpływ na produkcję żywności.",demagog_org,W większości prawda,"Gospodarka,Polityka krajowa",1680704880,Michał Kołodziejczak,https://demagog.org.pl/wypowiedzi/dwa-sklepy-zdominowaly-polski-rynek-zywnosci-sprawdzamy/,4
521,"Z badań wynika, że dzieci, które dostają klapsy, mają mniej problemów niż te, które w ogóle nie są karane.",demagog_org,Fałsz,Zdrowie,1680697740,Sławomir Mentzen,https://demagog.org.pl/wypowiedzi/klapsy-korzystne-dla-dzieci-naukowcy-sa-na-nie/,0
522,"Do niedawna jedzeniem i hodowaniem robaków zajmowała się głównie lewa strona polskiej sceny politycznej, a głównymi krytykującymi byli działacze PiSu. Ale coś się zmieniło. Narodowe Centrum Badania i Rozwoju (…) właśnie przyznała 6 milionów złotych. A na co? A na instalację żywnościowe hodowli robaków na klatkach. Zainteresowane wspólnoty już teraz mogą się ubiegać o taką fantastyczną instalację na klatkach.",demagog_org,Fałsz,"Ekologia,Szkolnictwo wyższe,Zwierzęta",1680692280,Marcin Bedka,https://demagog.org.pl/wypowiedzi/czy-polska-przeznaczyla-6-mln-zl-na-hodowle-jadalnych-owadow/,0
523,Fakty: 1. Francuscy maquis po wyzwoleniu w 1945 zamordowali bez sądu ok. 9000 kolaborantów; 2. Niemcy po wykryciu mordu w Katyniu powołali międzynarodową komisję; 3. Ukraińcy takiej komisji w/s Buczy nie powołali; – a dalej to myślcie sami. Myślenie nie boli.,demagog_org,Fałsz,"Fake news,Sprawy międzynarodowe,Ukraina",1680688260,Janusz Korwin-Mikke,https://demagog.org.pl/wypowiedzi/ukraina-nie-chce-komisji-ws-buczy-ona-juz-powstala/,0
524,"Ten program (naprzemiennego urlopu rodzicielskiego dla matki i ojca – przyp. Demagog) spowodował, że Islandia ma w tej chwili największą dzietność w Europie.",demagog_org,Fałsz,"Równouprawnienie,Demografia",1680613380,Anna Maria Żukowska,https://demagog.org.pl/wypowiedzi/ktore-panstwo-ma-najwyzsza-dzietnosc-w-europie-to-nie-islandia/,0
525,"Dziwię się, że w ogóle w debacie publicznej nie ma tego, że zaledwie 7 proc. ścieków z szamba ląduje tam, gdzie powinno, czyli w oczyszczalniach, a cała reszta gdzieś znika. To z całą pewnością truje nasze środowiska, a o tym się w zasadzie nie mówi.",demagog_org,Prawda,"Ekologia,Infrastruktura",1680612840,Sławomir Mentzen,https://demagog.org.pl/wypowiedzi/czy-w-polsce-scieki-z-szamba-trafiaja-do-oczyszczalni/,1
526,"Kolejne 15 albo 20 proc. Polaków w 2015 roku mogło sobie pozwolić jedynie na co? Na zakupy na zeszyt, ponieważ zarabiali od 2,5 zł do 5 zł za godzinę.",demagog_org,Fałsz,"Gospodarka,Praca",1680537720,Krzysztof Sobolewski,https://demagog.org.pl/wypowiedzi/miliony-polakow-zarabialy-5-zl-godz-w-2015-roku-sprawdzamy/,0
527,"Ponad 50 proc. mam nie wraca do pracy po urlopie macierzyńskim, mimo że 92 proc. mam mówi: „chciałabym wrócić do pracy”.",demagog_org,Manipulacja,"Polityka społeczna,Praca,Demografia",1680256260,Donald Tusk,https://demagog.org.pl/wypowiedzi/50-proc-mam-nie-wraca-do-pracy-po-macierzynskim-sprawdzamy/,2
528,"W III kwartale 2022 roku wskaźnik zatrudnienia ogółem w Polsce wynosił 56 proc. Ale była dysproporcja pomiędzy zatrudnieniem mężczyzn, gdzie to było 63,7 proc., versus zatrudnieniem kobiet, gdzie wynosił on 49,2 proc.",demagog_org,Prawda,"Praca,Równouprawnienie",1680254580,Kamila Gasiuk-Pihowicz,https://demagog.org.pl/wypowiedzi/ile-wynosi-wskaznik-zatrudnienia-wsrod-kobiet-i-mezczyzn/,1
529,"Przez wszystkie lata rządów Platformy Obywatelskiej i PSL-u dług publiczny rósł. W sumie wzrósł o 7,5 punktu proc. w relacji do PKB. Przez wszystkie lata naszych rządów dług publiczny spadał. (…) Mówię o (…) całości długu publicznego, także tego długu, który jest poza budżetem państwa.",demagog_org,Fałsz,"Finanse,Gospodarka",1680254100,Artur Soboń,https://demagog.org.pl/wypowiedzi/dlug-publiczny-za-rzadow-pis-spada-a-za-po-tylko-rosl-falsz/,0
530,"Jak byłem premierem, myśmy zbudowali rekordową ilość autostrad i tego typu inwestycji w skali europejskiej. Nigdy w historii Polski tyle nie budowano.",demagog_org,W większości prawda,"UE,Transport,Infrastruktura",1680191880,Donald Tusk,https://demagog.org.pl/wypowiedzi/rekordowe-budowanie-autostrad-za-premiera-tuska-sprawdzamy/,4
531,"Ostatnie badania naukowe pokazały, że lepiej zaczynać lekcje od godz. 9:00 (niż od 8:00 – przyp. Demagog), bo po prostu wtedy lepiej przyswaja się wiedzę.",demagog_org,Prawda,"Edukacja,Zdrowie",1680190860,Wanda Nowicka,https://demagog.org.pl/wypowiedzi/czy-pozniejsze-rozpoczynanie-zajec-pozytywnie-wplywa-na-nauke/,1
532,"Panie redaktorze, ja tak się zastanawiam, że pan z takim ogromnym przekonaniem mówi np. o tej podwyżce podatków, bo wskaźniki OECD – organizacji, która zrzesza kilkadziesiąt państw na świecie – wskazują, że efektywny klin podatkowy, czyli to, ile płacą polskie rodziny w podatkach, spadł.",demagog_org,Prawda,"Gospodarka,Praca",1680176580,Piotr Müller,https://demagog.org.pl/wypowiedzi/klin-podatkowy-w-polsce-jak-zmienil-sie-w-ostatnich-latach/,1
533,"Widać, że trzeba będzie tym ideologom jednak wylać kubeł zimnej wody na głowę, ostudzić ich zapędy. Chcę powiedzieć tylko, że to wszystko po to, żeby temperatura na planecie obniżyła się o 1,5 stopnia. Taki mają cel.",demagog_org,Fałsz,"Ekologia,UE,Klimat",1679926500,Beata Kempa,https://demagog.org.pl/wypowiedzi/co-jest-celem-ekologii-na-pewno-nie-obnizenie-temperatury/,0
534,"Jeśli chodzi o inwestycje publiczne, dzisiaj są na poziomie 16,4 (proc. PKB – przyp. Demagog), najniższa od 1994 roku. Przypomnę, że pan premier Morawiecki obiecywał w swojej strategii odpowiedzialnego rozwoju 25 proc.",demagog_org,W większości prawda,"Gospodarka,Polityka krajowa",1679903160,Krzysztof Hetman,https://demagog.org.pl/wypowiedzi/inwestycje-sektora-publicznego-co-o-nich-wiemy/,4
